Participant,Stimulus_Name,Amused*,Angry*,Bored*,Calm*,Content*,Disgust*,Excited*,Fearful*,Happy*,Negative*,Positive*,Sad*,Amused*_normalized,Angry*_normalized,Bored*_normalized,Calm*_normalized,Content*_normalized,Disgust*_normalized,Excited*_normalized,Fearful*_normalized,Happy*_normalized,Negative*_normalized,Positive*_normalized,Sad*_normalized
tMGNS,HN_4,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.3418708605128427,0.3418708605128427,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,0.21024503261541122,-0.18463245107688314,0.7367483442051371
tMGNS,HN_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314
tMGNS,HN_6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.6051225163077056,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,0.8683741721025685,-0.18463245107688314,0.07861920471797976
tMGNS,HN_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.05300662317945169
tMGNS,HN_8,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,2.0,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,0.6051225163077056,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,0.47349668841027415,-0.18463245107688314,0.07861920471797976
tMGNS,HP_2,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,0.3418708605128427,0.21024503261541122,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,0.7367483442051371,-0.18463245107688314,0.8683741721025685,-0.18463245107688314
tMGNS,HP_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.05300662317945169,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314
tMGNS,HP_5,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,0.7367483442051371,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,0.47349668841027415,-0.18463245107688314,0.07861920471797976,-0.18463245107688314
tMGNS,HP_6,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.07861920471797976,-0.18463245107688314,-0.18463245107688314,1.0,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,0.21024503261541122,-0.18463245107688314,0.47349668841027415,-0.18463245107688314
tMGNS,HP_8,2.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07861920471797976,-0.18463245107688314,0.47349668841027415,-0.18463245107688314,0.21024503261541122,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314
tMGNS,LN_1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18463245107688314,-0.18463245107688314,0.3418708605128427,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314
tMGNS,LN_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.05300662317945169
tMGNS,LN_3,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-0.18463245107688314,1.0,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,0.47349668841027415
tMGNS,LN_4,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.8683741721025685,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,0.21024503261541122,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,0.47349668841027415
tMGNS,LN_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,0.07861920471797976,-0.18463245107688314,0.3418708605128427
tMGNS,LN_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,0.07861920471797976
tMGNS,LN_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,0.07861920471797976
tMGNS,LP_1,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,9.0,0.0,7.0,0.0,-0.05300662317945169,-0.18463245107688314,-0.18463245107688314,0.21024503261541122,-0.18463245107688314,-0.18463245107688314,0.21024503261541122,-0.18463245107688314,1.0,-0.18463245107688314,0.7367483442051371,-0.18463245107688314
tMGNS,LP_2,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,7.0,0.0,3.0,0.0,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,0.8683741721025685,-0.18463245107688314,0.07861920471797976,-0.18463245107688314,0.7367483442051371,-0.18463245107688314,0.21024503261541122,-0.18463245107688314
tMGNS,LP_3,3.0,0.0,0.0,5.0,4.0,0.0,4.0,0.0,8.0,0.0,9.0,0.0,0.21024503261541122,-0.18463245107688314,-0.18463245107688314,0.47349668841027415,0.3418708605128427,-0.18463245107688314,0.3418708605128427,-0.18463245107688314,0.8683741721025685,-0.18463245107688314,1.0,-0.18463245107688314
tMGNS,LP_4,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,8.0,0.0,4.0,0.0,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,0.47349668841027415,-0.18463245107688314,-0.18463245107688314,-0.05300662317945169,-0.18463245107688314,0.8683741721025685,-0.18463245107688314,0.3418708605128427,-0.18463245107688314
tMGNS,LP_5,9.0,0.0,0.0,9.0,8.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,1.0,-0.18463245107688314,-0.18463245107688314,1.0,0.8683741721025685,-0.18463245107688314,1.0,-0.18463245107688314,1.0,-0.18463245107688314,1.0,-0.18463245107688314
tMGNS,LP_6,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,0.8683741721025685,0.3418708605128427,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,1.0,-0.18463245107688314
tMGNS,LP_7,3.0,0.0,0.0,4.0,8.0,0.0,4.0,0.0,9.0,0.0,9.0,0.0,0.21024503261541122,-0.18463245107688314,-0.18463245107688314,0.3418708605128427,0.8683741721025685,-0.18463245107688314,0.3418708605128427,-0.18463245107688314,1.0,-0.18463245107688314,1.0,-0.18463245107688314
tMGNS,LP_8,0.0,0.0,0.0,4.0,7.0,0.0,2.0,0.0,6.0,0.0,3.0,0.0,-0.18463245107688314,-0.18463245107688314,-0.18463245107688314,0.3418708605128427,0.7367483442051371,-0.18463245107688314,0.07861920471797976,-0.18463245107688314,0.6051225163077056,-0.18463245107688314,0.21024503261541122,-0.18463245107688314
urJvc,HN_1,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,8.0,-0.32585051150826444,1.0,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,1.0,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,1.0,-0.32585051150826444,0.8526832764990817
urJvc,HN_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,1.0,-0.32585051150826444,1.0
urJvc,HN_5,9.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,8.0,0.0,5.0,0.0,1.0,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,0.8526832764990817,-0.32585051150826444,0.41073310599632695,-0.32585051150826444,0.8526832764990817,-0.32585051150826444,0.41073310599632695,-0.32585051150826444
urJvc,HN_6,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,7.0,-0.32585051150826444,0.26341638249540866,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.17853378800734615,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,1.0,-0.32585051150826444,0.7053665529981634
urJvc,HN_7,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.32585051150826444,-0.32585051150826444,1.0,0.41073310599632695,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.17853378800734615,-0.32585051150826444,-0.32585051150826444
urJvc,HN_8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,-0.32585051150826444,-0.32585051150826444,-0.17853378800734615,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,0.8526832764990817,-0.32585051150826444,0.7053665529981634
urJvc,HP_2,0.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.32585051150826444,-0.32585051150826444,0.8526832764990817,0.1160996589944904,-0.17853378800734615,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,0.8526832764990817,-0.32585051150826444
urJvc,HP_4,2.0,0.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,-0.031217064506427875,-0.32585051150826444,0.7053665529981634,0.26341638249540866,-0.17853378800734615,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,0.7053665529981634,-0.32585051150826444
urJvc,HP_5,7.0,0.0,1.0,3.0,5.0,0.0,4.0,0.0,6.0,0.0,5.0,0.0,0.7053665529981634,-0.32585051150826444,-0.17853378800734615,0.1160996589944904,0.41073310599632695,-0.32585051150826444,0.26341638249540866,-0.32585051150826444,0.5580498294972452,-0.32585051150826444,0.41073310599632695,-0.32585051150826444
urJvc,HP_6,8.0,0.0,0.0,7.0,9.0,0.0,7.0,0.0,9.0,0.0,8.0,0.0,0.8526832764990817,-0.32585051150826444,-0.32585051150826444,0.7053665529981634,1.0,-0.32585051150826444,0.7053665529981634,-0.32585051150826444,1.0,-0.32585051150826444,0.8526832764990817,-0.32585051150826444
urJvc,HP_8,2.0,0.0,7.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,-0.031217064506427875,-0.32585051150826444,0.7053665529981634,0.41073310599632695,0.26341638249540866,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.17853378800734615,-0.32585051150826444,0.8526832764990817,-0.32585051150826444
urJvc,LN_1,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32585051150826444,-0.32585051150826444,1.0,0.41073310599632695,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444
urJvc,LN_2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,-0.32585051150826444,-0.32585051150826444,-0.031217064506427875,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,0.5580498294972452,-0.32585051150826444,0.8526832764990817
urJvc,LN_3,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,8.0,-0.32585051150826444,1.0,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,1.0,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,1.0,-0.32585051150826444,0.8526832764990817
urJvc,LN_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,1.0,-0.32585051150826444,0.7053665529981634
urJvc,LN_5,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,-0.32585051150826444,-0.32585051150826444,1.0,0.26341638249540866,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,0.1160996589944904,-0.32585051150826444,-0.17853378800734615
urJvc,LN_6,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.32585051150826444,-0.32585051150826444,0.8526832764990817,0.41073310599632695,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.17853378800734615,-0.32585051150826444,-0.32585051150826444
urJvc,LN_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,1.0,-0.32585051150826444,0.8526832764990817
urJvc,LP_1,9.0,0.0,2.0,6.0,8.0,0.0,5.0,0.0,8.0,0.0,9.0,0.0,1.0,-0.32585051150826444,-0.031217064506427875,0.5580498294972452,0.8526832764990817,-0.32585051150826444,0.41073310599632695,-0.32585051150826444,0.8526832764990817,-0.32585051150826444,1.0,-0.32585051150826444
urJvc,LP_2,4.0,0.0,3.0,7.0,9.0,0.0,6.0,0.0,9.0,0.0,9.0,0.0,0.26341638249540866,-0.32585051150826444,0.1160996589944904,0.7053665529981634,1.0,-0.32585051150826444,0.5580498294972452,-0.32585051150826444,1.0,-0.32585051150826444,1.0,-0.32585051150826444
urJvc,LP_3,2.0,0.0,7.0,5.0,5.0,0.0,2.0,0.0,3.0,0.0,5.0,0.0,-0.031217064506427875,-0.32585051150826444,0.7053665529981634,0.41073310599632695,0.41073310599632695,-0.32585051150826444,-0.031217064506427875,-0.32585051150826444,0.1160996589944904,-0.32585051150826444,0.41073310599632695,-0.32585051150826444
urJvc,LP_4,9.0,0.0,0.0,9.0,8.0,0.0,8.0,0.0,9.0,0.0,9.0,0.0,1.0,-0.32585051150826444,-0.32585051150826444,1.0,0.8526832764990817,-0.32585051150826444,0.8526832764990817,-0.32585051150826444,1.0,-0.32585051150826444,1.0,-0.32585051150826444
urJvc,LP_5,6.0,0.0,4.0,5.0,7.0,0.0,5.0,0.0,9.0,0.0,7.0,0.0,0.5580498294972452,-0.32585051150826444,0.26341638249540866,0.41073310599632695,0.7053665529981634,-0.32585051150826444,0.41073310599632695,-0.32585051150826444,1.0,-0.32585051150826444,0.7053665529981634,-0.32585051150826444
urJvc,LP_6,2.0,0.0,6.0,8.0,6.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,-0.031217064506427875,-0.32585051150826444,0.5580498294972452,0.8526832764990817,0.5580498294972452,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.031217064506427875,-0.32585051150826444,0.41073310599632695,-0.32585051150826444
urJvc,LP_7,0.0,4.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.32585051150826444,0.26341638249540866,0.26341638249540866,0.41073310599632695,-0.32585051150826444,-0.031217064506427875,-0.32585051150826444,-0.32585051150826444,-0.32585051150826444,-0.031217064506427875,-0.32585051150826444,-0.32585051150826444
urJvc,LP_8,9.0,0.0,0.0,8.0,8.0,0.0,6.0,0.0,9.0,0.0,9.0,0.0,1.0,-0.32585051150826444,-0.32585051150826444,0.8526832764990817,0.8526832764990817,-0.32585051150826444,0.5580498294972452,-0.32585051150826444,1.0,-0.32585051150826444,1.0,-0.32585051150826444
yb3T2,HN_1,0.0,9.0,2.0,0.0,0.0,8.0,0.0,9.0,0.0,8.0,0.0,7.0,-0.5236706770266155,1.0,-0.18507719324292313,-0.5236706770266155,-0.5236706770266155,0.8307032581081538,-0.5236706770266155,1.0,-0.5236706770266155,0.8307032581081538,-0.5236706770266155,0.6614065162163077
