Participant,Stimulus_Name,Amused*,Angry*,Bored*,Calm*,Content*,Disgust*,Excited*,Fearful*,Happy*,Negative*,Positive*,Sad*,Amused*_normalized,Angry*_normalized,Bored*_normalized,Calm*_normalized,Content*_normalized,Disgust*_normalized,Excited*_normalized,Fearful*_normalized,Happy*_normalized,Negative*_normalized,Positive*_normalized,Sad*_normalized
6k6gw,LN_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,0.6112796235964275
6k6gw,LN_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,0.8704265411988091
6k6gw,LP_1,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.222559247192855,-0.16616112921071746,-0.16616112921071746,-0.03658767040952664,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,0.09298578839166419,-0.16616112921071746,0.09298578839166419,-0.16616112921071746
6k6gw,LP_2,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,7.0,0.0,5.0,0.0,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,0.6112796235964275,-0.16616112921071746,-0.16616112921071746,0.222559247192855,-0.16616112921071746,0.7408530823976184,-0.16616112921071746,0.48170616479523665,-0.16616112921071746
6k6gw,LP_3,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,5.0,0.0,4.0,0.0,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,0.6112796235964275,-0.16616112921071746,-0.16616112921071746,0.35213270599404584,-0.16616112921071746,0.48170616479523665,-0.16616112921071746,0.35213270599404584,-0.16616112921071746
6k6gw,LP_4,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,0.8704265411988091,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,0.222559247192855,-0.16616112921071746
6k6gw,LP_5,4.0,0.0,0.0,7.0,7.0,0.0,4.0,0.0,7.0,0.0,7.0,0.0,0.35213270599404584,-0.16616112921071746,-0.16616112921071746,0.7408530823976184,0.7408530823976184,-0.16616112921071746,0.35213270599404584,-0.16616112921071746,0.7408530823976184,-0.16616112921071746,0.7408530823976184,-0.16616112921071746
6k6gw,LP_6,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,0.7408530823976184,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746
6k6gw,LP_7,0.0,0.0,0.0,6.0,6.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,0.6112796235964275,0.6112796235964275,-0.16616112921071746,0.8704265411988091,-0.16616112921071746,0.8704265411988091,-0.16616112921071746,0.8704265411988091,-0.16616112921071746
6k6gw,LP_8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03658767040952664,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746,-0.16616112921071746
D7GcxxFf3,HN_1,0.0,1.0,1.0,1.0,1.0,8.0,0.0,7.0,1.0,8.0,0.0,4.0,-0.4036635596559079,-0.24770094191636258,-0.24770094191636258,-0.24770094191636258,-0.24770094191636258,0.8440373822604547,-0.4036635596559079,0.6880747645209093,-0.24770094191636258,0.8440373822604547,-0.4036635596559079,0.22018691130227336
D7GcxxFf3,HN_4,1.0,1.0,0.0,3.0,3.0,1.0,5.0,3.0,1.0,4.0,1.0,1.0,-0.24770094191636258,-0.24770094191636258,-0.4036635596559079,0.06422429356272805,0.06422429356272805,-0.24770094191636258,0.3761495290418187,0.06422429356272805,-0.24770094191636258,0.22018691130227336,-0.24770094191636258,-0.24770094191636258
D7GcxxFf3,HN_5,0.0,0.0,0.0,4.0,2.0,2.0,4.0,5.0,2.0,5.0,2.0,0.0,-0.4036635596559079,-0.4036635596559079,-0.4036635596559079,0.22018691130227336,-0.09173832417681727,-0.09173832417681727,0.22018691130227336,0.3761495290418187,-0.09173832417681727,0.3761495290418187,-0.09173832417681727,-0.4036635596559079
D7GcxxFf3,HN_6,0.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,9.0,-0.4036635596559079,0.6880747645209093,-0.4036635596559079,-0.09173832417681727,-0.24770094191636258,-0.24770094191636258,-0.4036635596559079,-0.4036635596559079,-0.4036635596559079,1.0,-0.4036635596559079,1.0
D7GcxxFf3,HN_7,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,4.0,5.0,2.0,1.0,-0.4036635596559079,-0.4036635596559079,-0.4036635596559079,0.22018691130227336,0.22018691130227336,-0.4036635596559079,-0.24770094191636258,-0.4036635596559079,0.22018691130227336,0.3761495290418187,-0.09173832417681727,-0.24770094191636258
D7GcxxFf3,HN_8,0.0,5.0,0.0,1.0,1.0,6.0,0.0,2.0,1.0,8.0,0.0,5.0,-0.4036635596559079,0.3761495290418187,-0.4036635596559079,-0.24770094191636258,-0.24770094191636258,0.532112146781364,-0.4036635596559079,-0.09173832417681727,-0.24770094191636258,0.8440373822604547,-0.4036635596559079,0.3761495290418187
D7GcxxFf3,HP_2,8.0,0.0,0.0,8.0,8.0,0.0,5.0,0.0,8.0,0.0,7.0,0.0,0.8440373822604547,-0.4036635596559079,-0.4036635596559079,0.8440373822604547,0.8440373822604547,-0.4036635596559079,0.3761495290418187,-0.4036635596559079,0.8440373822604547,-0.4036635596559079,0.6880747645209093,-0.4036635596559079
D7GcxxFf3,HP_4,8.0,0.0,0.0,8.0,8.0,0.0,1.0,0.0,8.0,0.0,7.0,0.0,0.8440373822604547,-0.4036635596559079,-0.4036635596559079,0.8440373822604547,0.8440373822604547,-0.4036635596559079,-0.24770094191636258,-0.4036635596559079,0.8440373822604547,-0.4036635596559079,0.6880747645209093,-0.4036635596559079
